cancer,edin,p50,is_tumor
HNSC,0.45,0.0769,False
KICH,0.4,0.0984,True
KICH,0.62,0.1053,False
KIRC,0.58,0.0938,True
KIRC,0.71,0.1000,False
KIRP,0.51,0.0909,True
KIRP,0.59,0.1000,False
LAML,0.24,0.1000,True
LGG,0.74,0.1034,True
LIHC,0.43,0.1000,True
LIHC,0.3,0.0691,False
LUAD,0.62,0.1026,True
LUAD,0.49,0.0750,False
LUSC,0.76,0.1071,True
LUSC,0.57,0.0890,False
MESO,0.71,0.1176,True
OV,0.84,0.1429,True
PAAD,0.61,0.1000,True
PAAD,0.75,0.1208,False
PCPG,0.6,0.1111,True
PCPG,1.0,0.0952,False
PRAD,0.66,0.0870,True
PRAD,0.73,0.1250,False
READ,0.53,0.0822,True
READ,0.3,0.0670,False
SARC,0.78,0.1154,True
SARC,1.0,0.2059,False
SKCM,0.7,0.0968,True
STAD,0.74,0.1357,True
STAD,0.56,0.1250,False
TGCT,0.74,0.0938,True
THCA,0.63,0.0833,True
THCA,0.4,0.0646,False
THYM,0.69,0.0876,True
THYM,0.5,0.0546,False
UCEC,0.54,0.1379,True
UCEC,0.66,0.0895,False
UCS,0.82,0.1296,True
UVM,0.62,0.0909,True
ACC,0.05,0.0972,True
BLCA,0.22,0.1000,True
BLCA,0.11,0.0909,False
BRCA,0.28,0.1176,True
BRCA,0.15,0.1000,False
CESC,0.31,0.1000,True
CESC,0.33,0.0769,False
CHOL,0.08,0.0909,True
COAD,0.08,0.1000,True
DLBC,0.25,0.0938,True
ESCA,0.67,0.1250,True
ESCA,0.18,0.0556,False
GBM,0.36,0.1250,True
HNSC,0.32,0.1053,True
HNSC,0.09,0.1269,False
KICH,0.02,0.2000,True
KICH,0.08,0.0680,False
KIRC,0.17,0.1000,True
KIRC,0.11,0.1000,False
KIRP,0.11,0.1000,True
KIRP,0.25,0.1000,False
LAML,0.01,0.2202,True
LGG,0.23,0.0931,True
LIHC,0.06,0.1152,True
LIHC,0.02,0.1667,False
LUAD,0.13,0.1429,True
LUAD,0.05,0.0769,False
LUSC,0.28,0.1429,True
LUSC,0.18,0.0714,False
MESO,0.19,0.0909,True
OV,0.63,0.1429,True
PAAD,0.12,0.0909,True
PCPG,0.13,0.1000,True
PCPG,0.33,0.0588,False
PRAD,0.19,0.0909,True
PRAD,0.23,0.1000,False
READ,0.05,0.1667,True
SARC,0.36,0.1111,True
SARC,0.5,0.0588,False
SKCM,0.41,0.1053,True
STAD,0.48,0.1250,True
STAD,0.28,0.1379,False
TGCT,0.48,0.1053,True
THCA,0.21,0.0909,True
THCA,0.09,0.0833,False
THYM,0.32,0.0714,True
THYM,0.5,0.1111,False
UCEC,0.21,0.1381,True
UCEC,0.2,0.0917,False
UCS,0.55,0.1053,True
UVM,0.14,0.0833,True
ACC,0.14,0.1176,True
BLCA,0.26,0.0909,True
BLCA,0.32,0.1000,False
BRCA,0.32,0.1000,True
BRCA,0.12,0.0833,False
CESC,0.36,0.0833,True
CESC,0.33,0.0705,False
CHOL,0.22,0.0833,True
COAD,0.15,0.1000,True
COAD,0.02,0.1000,False
DLBC,0.23,0.0632,True
ESCA,0.6,0.1103,True
ESCA,0.27,0.0774,False
GBM,0.3,0.0931,True
GBM,0.4,0.0955,False
HNSC,0.37,0.0909,True
HNSC,0.09,0.1429,False
KICH,0.06,0.0955,True
KICH,0.08,0.0588,False
KIRC,0.24,0.0909,True
KIRC,0.17,0.1027,False
KIRP,0.18,0.1000,True
KIRP,0.28,0.1000,False
LAML,0.01,0.0769,True
LGG,0.2,0.0833,True
LIHC,0.11,0.0833,True
LUAD,0.23,0.1027,True
LUAD,0.08,0.0909,False
LUSC,0.32,0.1000,True
LUSC,0.12,0.0625,False
MESO,0.27,0.1000,True
OV,0.54,0.1220,True
PAAD,0.17,0.0909,True
PCPG,0.15,0.0769,True
PRAD,0.24,0.0833,True
PRAD,0.29,0.0774,False
READ,0.11,0.0917,True
SARC,0.43,0.0952,True
SARC,0.5,0.1923,False
SKCM,0.42,0.0938,True
STAD,0.42,0.1053,True
STAD,0.16,0.0968,False
TGCT,0.42,0.0833,True
THCA,0.2,0.0833,True
THCA,0.17,0.0871,False
THYM,0.34,0.0769,True
THYM,0.5,0.0556,False
UCEC,0.25,0.1176,True
UCEC,0.29,0.1000,False
UCS,0.48,0.1000,True
UVM,0.16,0.0741,True
ACC,0.09,0.0833,True
BLCA,0.09,0.0646,True
BLCA,0.05,0.0909,False
BRCA,0.12,0.0667,True
BRCA,0.08,0.0955,False
CESC,0.13,0.0714,True
CHOL,0.06,0.0742,True
COAD,0.02,0.0606,True
COAD,0.02,0.1000,False
DLBC,0.1,0.0769,True
ESCA,0.23,0.0606,True
GBM,0.11,0.0769,True
GBM,0.2,0.2000,False
HNSC,0.15,0.0755,True
HNSC,0.02,0.0556,False
KICH,0.02,0.0526,True
KIRC,0.07,0.0667,True
KIRC,0.03,0.0813,False
KIRP,0.08,0.0769,True
KIRP,0.06,0.0922,False
LGG,0.05,0.0714,True
LIHC,0.05,0.0742,True
LIHC,0.04,0.0801,False
LUAD,0.1,0.0742,True
LUSC,0.13,0.0714,True
LUSC,0.02,0.0459,False
MESO,0.1,0.0769,True
OV,0.21,0.0571,True
PAAD,0.06,0.0833,True
PCPG,0.04,0.0769,True
PRAD,0.07,0.0667,True
PRAD,0.08,0.0769,False
READ,0.02,0.0750,True
SARC,0.14,0.0625,True
SKCM,0.15,0.0625,True
STAD,0.15,0.0625,True
TGCT,0.11,0.0494,True
THCA,0.06,0.0667,True
THYM,0.11,0.0500,True
UCEC,0.11,0.0909,True
UCEC,0.11,0.0718,False
UCS,0.2,0.0557,True
UVM,0.05,0.0714,True
BLCA,0.0,0.0801,True
BRCA,0.0,0.1000,True
BRCA,0.01,0.1667,False
ESCA,0.15,0.0526,True
ESCA,0.09,0.0357,False
GBM,0.02,0.0833,True
KIRC,0.01,0.0667,False
LUAD,0.0,0.1334,True
LUSC,0.0,0.0909,True
OV,0.17,0.0690,True
SARC,0.0,0.1818,True
SKCM,0.0,0.1000,True
STAD,0.1,0.0606,True
STAD,0.03,0.0466,False
TGCT,0.01,0.1000,True
UCEC,0.0,0.0714,True
BLCA,0.0,0.0833,True
BRCA,0.01,0.0909,True
CESC,0.01,0.1364,True
DLBC,0.02,0.0667,True
ESCA,0.2,0.0588,True
ESCA,0.09,0.0506,False
GBM,0.08,0.0774,True
HNSC,0.0,0.1885,True
KIRC,0.01,0.0833,True
LGG,0.0,0.0955,True
LUAD,0.01,0.1288,True
LUSC,0.01,0.0625,True
OV,0.17,0.0588,True
PAAD,0.01,0.1000,True
SARC,0.0,0.0714,True
SKCM,0.01,0.1000,True
STAD,0.13,0.0667,True
STAD,0.03,0.0435,False
TGCT,0.01,0.0955,True
THCA,0.0,0.0833,True
UCEC,0.02,0.0909,True
UCS,0.04,0.0871,True
ACC,0.05,0.0917,True
BLCA,0.15,0.0714,True
BLCA,0.16,0.0663,False
BRCA,0.18,0.0714,True
BRCA,0.12,0.0714,False
CESC,0.16,0.0635,True
CESC,0.33,0.1667,False
CHOL,0.08,0.0635,True
COAD,0.06,0.0769,True
DLBC,0.08,0.0455,True
ESCA,0.26,0.0667,True
GBM,0.18,0.0769,True
GBM,0.2,0.0769,False
HNSC,0.16,0.0714,True
HNSC,0.07,0.0625,False
KICH,0.06,0.1000,True
KICH,0.08,0.0563,False
KIRC,0.12,0.0646,True
KIRC,0.14,0.0769,False
KIRP,0.04,0.0714,True
KIRP,0.06,0.0607,False
LAML,0.02,0.1000,True
LGG,0.19,0.0769,True
LIHC,0.06,0.0909,True
LIHC,0.02,0.1000,False
LUAD,0.15,0.0769,True
LUAD,0.05,0.0871,False
LUSC,0.19,0.0769,True
LUSC,0.1,0.0750,False
MESO,0.12,0.0909,True
OV,0.19,0.0588,True
PAAD,0.07,0.0909,True
PAAD,0.25,0.0769,False
PCPG,0.04,0.0697,True
PRAD,0.1,0.0714,True
PRAD,0.1,0.0812,False
READ,0.04,0.0714,True
SARC,0.22,0.0801,True
SKCM,0.2,0.0667,True
STAD,0.17,0.0667,True
STAD,0.06,0.0585,False
TGCT,0.2,0.0548,True
THCA,0.13,0.0667,True
THCA,0.16,0.0526,False
THYM,0.14,0.0588,True
UCEC,0.14,0.0870,True
UCEC,0.14,0.1053,False
UCS,0.25,0.0670,True
UVM,0.04,0.0522,True
ACC,0.15,0.0833,True
BLCA,0.27,0.0952,True
BLCA,0.32,0.0718,False
BRCA,0.41,0.0968,True
BRCA,0.17,0.0625,False
CESC,0.36,0.0769,True
CHOL,0.25,0.1000,True
COAD,0.16,0.0714,True
COAD,0.05,0.0839,False
DLBC,0.23,0.0646,True
ESCA,0.49,0.0909,True
ESCA,0.09,0.0545,False
GBM,0.38,0.1000,True
GBM,0.8,0.0774,False
HNSC,0.34,0.0833,True
HNSC,0.14,0.0820,False
KICH,0.15,0.0833,True
KICH,0.17,0.0833,False
KIRC,0.27,0.0714,True
KIRC,0.31,0.0852,False
KIRP,0.18,0.0833,True
KIRP,0.38,0.0839,False
LAML,0.01,0.0885,True
LGG,0.4,0.0870,True
LIHC,0.11,0.1000,True
LIHC,0.02,0.1000,False
LUAD,0.27,0.0833,True
LUAD,0.14,0.0714,False
LUSC,0.37,0.0909,True
LUSC,0.18,0.0667,False
MESO,0.23,0.0909,True
OV,0.42,0.0938,True
PAAD,0.19,0.0909,True
PAAD,0.25,0.0556,False
PCPG,0.13,0.0955,True
PCPG,0.33,0.0833,False
PRAD,0.28,0.0909,True
PRAD,0.31,0.0917,False
READ,0.22,0.0909,True
SARC,0.45,0.1111,True
SARC,0.5,0.0909,False
SKCM,0.4,0.0833,True
STAD,0.26,0.0852,True
STAD,0.12,0.0598,False
TGCT,0.33,0.0638,True
THCA,0.25,0.0769,True
THCA,0.16,0.0556,False
THYM,0.31,0.0572,True
UCEC,0.24,0.1250,True
UCEC,0.26,0.0871,False
UCS,0.48,0.0845,True
UVM,0.18,0.0714,True
BLCA,0.02,0.0528,True
BRCA,0.02,0.0588,True
CESC,0.01,0.0476,True
DLBC,0.02,0.1053,True
ESCA,0.03,0.0572,True
GBM,0.02,0.0909,True
HNSC,0.02,0.0526,True
HNSC,0.02,0.0526,False
KIRC,0.01,0.0588,True
KIRC,0.01,0.0432,False
KIRP,0.0,0.1000,True
LGG,0.03,0.0588,True
LUAD,0.01,0.0670,True
LUAD,0.02,0.0667,False
LUSC,0.03,0.0541,True
LUSC,0.02,0.0570,False
OV,0.03,0.0557,True
PAAD,0.01,0.0526,True
PCPG,0.02,0.0833,True
PRAD,0.02,0.0625,True
PRAD,0.04,0.0651,False
READ,0.02,0.0691,True
SARC,0.02,0.0526,True
SKCM,0.01,0.0426,True
STAD,0.01,0.0476,True
THCA,0.01,0.0500,True
THYM,0.02,0.0442,True
UCEC,0.03,0.0801,True
UCEC,0.03,0.1000,False
UCS,0.02,0.0556,True
UVM,0.01,0.1333,True
BLCA,0.0,0.0833,True
BRCA,0.01,0.0588,True
CESC,0.01,0.0488,True
COAD,0.0,0.0909,True
COAD,0.02,0.0556,False
ESCA,0.02,0.0556,True
GBM,0.01,0.0655,True
HNSC,0.01,0.0625,True
KIRC,0.0,0.0417,True
KIRC,0.01,0.0769,False
LGG,0.01,0.0667,True
LIHC,0.01,0.0833,True
LIHC,0.02,0.1000,False
LUAD,0.01,0.0572,True
LUAD,0.02,0.0667,False
LUSC,0.0,0.0542,True
OV,0.01,0.0476,True
PAAD,0.01,0.0714,True
PRAD,0.02,0.0691,True
PRAD,0.02,0.0952,False
READ,0.01,0.0625,True
SARC,0.01,0.0526,True
SKCM,0.01,0.0651,True
STAD,0.01,0.0541,True
TGCT,0.01,0.0550,True
THCA,0.01,0.0667,True
UCEC,0.01,0.0697,True
UCS,0.02,0.1111,True
ACC,0.01,0.0551,True
BLCA,0.0,0.0409,True
BLCA,0.05,0.0769,False
BRCA,0.02,0.0588,True
BRCA,0.01,0.0634,False
CESC,0.01,0.0500,True
CHOL,0.11,0.0909,False
COAD,0.02,0.0667,True
DLBC,0.02,0.0909,True
ESCA,0.07,0.0670,True
GBM,0.01,0.0556,True
HNSC,0.02,0.0556,True
HNSC,0.02,0.0833,False
KICH,0.08,0.0588,False
KIRC,0.03,0.0625,True
KIRP,0.01,0.0714,True
KIRP,0.03,0.0714,False
LGG,0.02,0.0588,True
LIHC,0.01,0.0833,True
LUAD,0.02,0.0625,True
LUAD,0.02,0.0909,False
LUSC,0.03,0.0588,True
OV,0.03,0.0556,True
PCPG,0.01,0.0646,True
PRAD,0.02,0.0714,True
PRAD,0.02,0.0556,False
READ,0.03,0.1000,True
SARC,0.04,0.0572,True
SARC,0.5,0.0769,False
SKCM,0.01,0.0435,True
STAD,0.02,0.0635,True
TGCT,0.03,0.0528,True
THCA,0.01,0.0532,True
THYM,0.02,0.0468,True
UCEC,0.01,0.0648,True
UCEC,0.03,0.0625,False
UCS,0.02,0.0713,True
UVM,0.01,0.0714,True
ACC,0.01,0.0833,True
BLCA,0.01,0.0729,True
BRCA,0.04,0.0784,True
CESC,0.02,0.0833,True
COAD,0.01,0.1000,True
DLBC,0.02,0.1000,True
ESCA,0.23,0.0909,True
ESCA,0.36,0.0606,False
GBM,0.08,0.0784,True
HNSC,0.02,0.1000,True
KICH,0.04,0.1000,False
KIRC,0.02,0.1000,True
KIRC,0.01,0.1818,False
KIRP,0.01,0.1000,True
LGG,0.02,0.0833,True
LIHC,0.0,0.2000,True
LUAD,0.01,0.0885,True
LUSC,0.03,0.0801,True
LUSC,0.02,0.0769,False
OV,0.17,0.0833,True
PRAD,0.01,0.0955,True
SARC,0.03,0.0909,True
SKCM,0.02,0.0833,True
STAD,0.08,0.0909,True
STAD,0.03,0.0870,False
TGCT,0.03,0.0697,True
THCA,0.03,0.1000,True
THCA,0.02,0.0588,False
THYM,0.04,0.0767,True
UCEC,0.02,0.0769,True
UCS,0.02,0.0909,True
ACC,0.06,0.0774,True
BLCA,0.19,0.0769,True
BLCA,0.11,0.0767,False
BRCA,0.25,0.0727,True
BRCA,0.2,0.0852,False
CESC,0.22,0.0667,True
CHOL,0.08,0.0714,True
COAD,0.12,0.0714,True
COAD,0.05,0.0885,False
DLBC,0.08,0.0370,True
ESCA,0.33,0.0667,True
ESCA,0.09,0.0741,False
GBM,0.25,0.0769,True
GBM,0.2,0.0763,False
HNSC,0.25,0.0667,True
HNSC,0.2,0.0691,False
KICH,0.08,0.0979,True
KICH,0.25,0.0714,False
KIRC,0.17,0.0714,True
KIRC,0.25,0.0839,False
KIRP,0.07,0.0625,True
KIRP,0.19,0.0909,False
LAML,0.07,0.0909,True
LGG,0.26,0.0714,True
LIHC,0.1,0.0769,True
LIHC,0.02,0.1000,False
LUAD,0.2,0.0741,True
LUAD,0.12,0.0741,False
LUSC,0.19,0.0588,True
LUSC,0.27,0.0625,False
MESO,0.14,0.0755,True
OV,0.26,0.0714,True
PAAD,0.13,0.0714,True
PCPG,0.16,0.0801,True
PRAD,0.15,0.0625,True
PRAD,0.13,0.0667,False
READ,0.15,0.0556,True
SARC,0.22,0.0625,True
SKCM,0.21,0.0572,True
STAD,0.27,0.0769,True
STAD,0.12,0.0620,False
TGCT,0.3,0.0588,True
THCA,0.19,0.0667,True
THCA,0.16,0.0528,False
THYM,0.12,0.0466,True
UCEC,0.13,0.0833,True
UCEC,0.09,0.0852,False
UCS,0.18,0.0588,True
UVM,0.11,0.0628,True
ACC,0.04,0.0714,True
BLCA,0.03,0.0588,True
BLCA,0.05,0.0667,False
BRCA,0.06,0.0556,True
BRCA,0.03,0.0583,False
CESC,0.07,0.0488,True
CESC,0.33,0.0714,False
CHOL,0.03,0.0833,True
COAD,0.02,0.0526,True
DLBC,0.04,0.0370,True
ESCA,0.05,0.0412,True
ESCA,0.09,0.0526,False
GBM,0.03,0.0532,True
HNSC,0.04,0.0476,True
HNSC,0.02,0.0526,False
KICH,0.08,0.1176,True
KICH,0.08,0.0769,False
KIRC,0.04,0.0466,True
KIRC,0.04,0.0625,False
KIRP,0.05,0.0556,True
KIRP,0.12,0.0667,False
LAML,0.01,0.0884,True
LGG,0.05,0.0556,True
LIHC,0.03,0.0769,True
LIHC,0.02,0.0909,False
LUAD,0.04,0.0588,True
LUAD,0.03,0.0526,False
LUSC,0.03,0.0476,True
LUSC,0.04,0.0556,False
MESO,0.02,0.0625,True
OV,0.04,0.0476,True
PAAD,0.03,0.0591,True
PCPG,0.05,0.0588,True
PRAD,0.05,0.0667,True
PRAD,0.06,0.0648,False
READ,0.03,0.0625,True
SARC,0.05,0.0476,True
SKCM,0.03,0.0400,True
STAD,0.05,0.0500,True
TGCT,0.03,0.0278,True
THCA,0.05,0.0513,True
THCA,0.03,0.0480,False
THYM,0.03,0.0417,True
UCEC,0.03,0.0588,True
UCEC,0.06,0.0588,False
UVM,0.02,0.0625,True
ACC,0.13,0.1077,True
BLCA,0.36,0.1000,True
BLCA,0.32,0.0714,False
BRCA,0.45,0.0952,True
BRCA,0.32,0.0857,False
CESC,0.49,0.0909,True
CESC,1.0,0.1176,False
CHOL,0.11,0.1215,True
COAD,0.26,0.0909,True
COAD,0.22,0.1429,False
DLBC,0.33,0.0923,True
ESCA,0.7,0.1188,True
ESCA,0.55,0.1333,False
GBM,0.64,0.1333,True
GBM,0.8,0.1821,False
HNSC,0.43,0.0909,True
HNSC,0.36,0.0769,False
KICH,0.18,0.1455,True
KICH,0.42,0.0691,False
KIRC,0.37,0.0909,True
KIRC,0.36,0.0955,False
KIRP,0.25,0.0909,True
KIRP,0.41,0.0952,False
LAML,0.16,0.1000,True
LGG,0.58,0.1176,True
LIHC,0.14,0.1000,True
LIHC,0.02,0.2143,False
LUAD,0.39,0.0870,True
LUAD,0.25,0.0714,False
LUSC,0.47,0.0909,True
LUSC,0.37,0.0660,False
MESO,0.3,0.1292,True
OV,0.61,0.1124,True
PAAD,0.28,0.1000,True
PAAD,0.5,0.1294,False
PCPG,0.27,0.0988,True
PCPG,0.33,0.0714,False
PRAD,0.4,0.0870,True
PRAD,0.5,0.1053,False
READ,0.27,0.1000,True
READ,0.3,0.1000,False
SARC,0.57,0.0952,True
SKCM,0.48,0.0909,True
STAD,0.53,0.1111,True
STAD,0.34,0.1111,False
TGCT,0.54,0.0909,True
THCA,0.41,0.0909,True
THCA,0.43,0.1000,False
THYM,0.48,0.0852,True
THYM,1.0,0.0810,False
UCEC,0.34,0.1176,True
UCEC,0.54,0.1458,False
UCS,0.43,0.0952,True
UVM,0.38,0.0909,True
BLCA,0.01,0.0557,True
BLCA,0.11,0.0769,False
BRCA,0.01,0.0500,True
BRCA,0.02,0.0655,False
CESC,0.02,0.0476,True
CESC,0.33,0.0467,False
COAD,0.01,0.0909,True
ESCA,0.05,0.0444,True
ESCA,0.09,0.0588,False
GBM,0.01,0.0278,True
GBM,0.2,0.0556,False
HNSC,0.0,0.0389,True
KIRC,0.03,0.0500,True
KIRC,0.03,0.0625,False
KIRP,0.01,0.0667,True
LGG,0.03,0.0625,True
LUAD,0.02,0.0556,True
LUAD,0.02,0.1000,False
LUSC,0.01,0.0635,True
LUSC,0.04,0.0670,False
MESO,0.02,0.0871,True
OV,0.02,0.0488,True
PAAD,0.03,0.0833,True
PCPG,0.02,0.0667,True
PRAD,0.03,0.0741,True
READ,0.02,0.0801,True
SARC,0.02,0.0476,True
SKCM,0.02,0.0466,True
STAD,0.02,0.0400,True
TGCT,0.01,0.0412,True
THCA,0.01,0.0556,True
THYM,0.02,0.0544,True
UCEC,0.01,0.0691,True
UCEC,0.03,0.0588,False
UCS,0.02,0.0400,True
UVM,0.01,0.0769,True
BLCA,0.04,0.0714,True
BRCA,0.04,0.0606,True
BRCA,0.03,0.0596,False
CESC,0.02,0.0556,True
CESC,0.33,0.1200,False
CHOL,0.03,0.0909,True
COAD,0.02,0.0667,True
COAD,0.02,0.0667,False
ESCA,0.07,0.0339,True
GBM,0.04,0.0441,True
HNSC,0.02,0.0588,True
KICH,0.03,0.1000,True
KIRC,0.02,0.0556,True
KIRC,0.07,0.0718,False
KIRP,0.01,0.0556,True
KIRP,0.03,0.0588,False
LGG,0.04,0.0625,True
LIHC,0.01,0.0833,True
LUAD,0.03,0.0628,True
LUAD,0.02,0.0714,False
LUSC,0.02,0.0488,True
MESO,0.02,0.0767,True
OV,0.04,0.0409,True
PAAD,0.02,0.0812,True
PCPG,0.02,0.0833,True
PRAD,0.04,0.0667,True
PRAD,0.04,0.0833,False
READ,0.03,0.0769,True
SARC,0.03,0.0718,True
SKCM,0.0,0.0370,True
STAD,0.06,0.0526,True
STAD,0.06,0.0435,False
TGCT,0.01,0.0468,True
THCA,0.02,0.0625,True
THCA,0.02,0.0623,False
UCEC,0.04,0.0667,True
UCEC,0.03,0.0556,False
UCS,0.05,0.0556,True
UVM,0.01,0.0769,True
ACC,0.08,0.0714,True
BLCA,0.16,0.0667,True
BLCA,0.11,0.0769,False
BRCA,0.2,0.0667,True
BRCA,0.17,0.0556,False
CESC,0.16,0.0588,True
CESC,0.67,0.0663,False
CHOL,0.11,0.0917,True
COAD,0.09,0.0769,True
COAD,0.12,0.1000,False
DLBC,0.15,0.0556,True
ESCA,0.3,0.0548,True
ESCA,0.18,0.0740,False
GBM,0.33,0.0656,True
GBM,0.4,0.0679,False
HNSC,0.19,0.0714,True
HNSC,0.09,0.0801,False
KICH,0.14,0.0952,True
KICH,0.17,0.0730,False
KIRC,0.16,0.0667,True
KIRC,0.14,0.0769,False
KIRP,0.1,0.0909,True
KIRP,0.12,0.0635,False
LAML,0.05,0.0833,True
LGG,0.29,0.0667,True
LIHC,0.05,0.0833,True
LUAD,0.17,0.0714,True
LUAD,0.08,0.0667,False
LUSC,0.13,0.0588,True
LUSC,0.2,0.0628,False
MESO,0.08,0.0801,True
OV,0.25,0.0625,True
PAAD,0.1,0.0769,True
PCPG,0.1,0.0769,True
PRAD,0.15,0.0667,True
PRAD,0.21,0.0714,False
READ,0.11,0.0714,True
READ,0.1,0.1111,False
SARC,0.25,0.0714,True
SKCM,0.2,0.0606,True
STAD,0.19,0.0645,True
STAD,0.12,0.0800,False
TGCT,0.22,0.0556,True
THCA,0.21,0.0714,True
THCA,0.17,0.0588,False
THYM,0.17,0.0541,True
THYM,1.0,0.0819,False
UCEC,0.13,0.0817,True
UCEC,0.17,0.0833,False
UCS,0.23,0.0742,True
UVM,0.04,0.0769,True
ACC,0.01,0.0693,True
BLCA,0.11,0.0667,True
BLCA,0.16,0.0714,False
BRCA,0.11,0.0588,True
BRCA,0.04,0.0400,False
CESC,0.09,0.0556,True
CESC,0.33,0.0827,False
CHOL,0.08,0.1053,True
COAD,0.08,0.0670,True
COAD,0.02,0.1250,False
DLBC,0.06,0.0435,True
ESCA,0.21,0.0556,True
GBM,0.15,0.0471,True
GBM,0.4,0.0670,False
HNSC,0.12,0.0714,True
KICH,0.05,0.0839,True
KICH,0.04,0.0400,False
KIRC,0.07,0.0500,True
KIRC,0.1,0.0742,False
KIRP,0.02,0.0729,True
KIRP,0.09,0.0625,False
LAML,0.01,0.0625,True
LGG,0.11,0.0635,True
LIHC,0.04,0.0833,True
LIHC,0.02,0.1000,False
LUAD,0.09,0.0606,True
LUAD,0.03,0.0648,False
LUSC,0.08,0.0541,True
LUSC,0.06,0.0435,False
MESO,0.07,0.0801,True
OV,0.14,0.0509,True
PAAD,0.03,0.0670,True
PAAD,0.25,0.0588,False
PCPG,0.06,0.0833,True
PRAD,0.07,0.0625,True
PRAD,0.12,0.0714,False
READ,0.05,0.0625,True
READ,0.3,0.0909,False
SARC,0.11,0.0625,True
SKCM,0.1,0.0588,True
STAD,0.14,0.0698,True
STAD,0.06,0.0585,False
TGCT,0.12,0.0478,True
THCA,0.11,0.0691,True
THCA,0.09,0.0635,False
THYM,0.12,0.0557,True
UCEC,0.12,0.0769,True
UCEC,0.11,0.0651,False
UCS,0.07,0.0667,True
UVM,0.06,0.0667,True
ACC,0.05,0.0839,True
BLCA,0.19,0.0714,True
BLCA,0.11,0.1288,False
BRCA,0.24,0.0714,True
BRCA,0.19,0.1000,False
CESC,0.22,0.0667,True
CESC,0.67,0.1102,False
CHOL,0.17,0.0955,True
COAD,0.14,0.0769,True
COAD,0.12,0.1000,False
DLBC,0.19,0.0581,True
ESCA,0.64,0.0909,True
ESCA,0.36,0.1364,False
GBM,0.55,0.1000,True
GBM,0.4,0.0769,False
HNSC,0.19,0.0667,True
HNSC,0.14,0.0767,False
KICH,0.09,0.0909,True
KICH,0.12,0.0588,False
KIRC,0.18,0.0625,True
KIRC,0.19,0.0769,False
KIRP,0.13,0.0909,True
KIRP,0.12,0.0718,False
LAML,0.05,0.0909,True
LGG,0.27,0.0769,True
LIHC,0.07,0.0833,True
LIHC,0.04,0.0917,False
LUAD,0.17,0.0714,True
LUAD,0.08,0.0718,False
LUSC,0.21,0.0714,True
LUSC,0.18,0.0769,False
MESO,0.1,0.0909,True
OV,0.46,0.0833,True
PAAD,0.07,0.0833,True
PCPG,0.15,0.0871,True
PCPG,0.33,0.0833,False
PRAD,0.16,0.0714,True
PRAD,0.1,0.0833,False
READ,0.11,0.0909,True
READ,0.2,0.0711,False
SARC,0.23,0.0714,True
SKCM,0.18,0.0645,True
STAD,0.47,0.0938,True
STAD,0.28,0.0769,False
TGCT,0.3,0.0556,True
THCA,0.25,0.0769,True
THCA,0.21,0.0625,False
THYM,0.22,0.0556,True
UCEC,0.26,0.0909,True
UCEC,0.26,0.0714,False
UCS,0.27,0.0741,True
UVM,0.1,0.0755,True
ACC,0.05,0.0670,True
BLCA,0.22,0.0769,True
BLCA,0.16,0.0679,False
BRCA,0.27,0.0769,True
BRCA,0.23,0.0769,False
CESC,0.21,0.0690,True
CESC,0.67,0.1174,False
CHOL,0.19,0.1000,True
COAD,0.15,0.0833,True
COAD,0.07,0.0909,False
DLBC,0.21,0.0811,True
ESCA,0.37,0.0606,True
ESCA,0.09,0.0394,False
GBM,0.29,0.0667,True
GBM,0.6,0.0885,False
HNSC,0.23,0.0909,True
HNSC,0.11,0.1000,False
KICH,0.12,0.0917,True
KICH,0.21,0.0667,False
KIRC,0.21,0.0769,True
KIRC,0.18,0.0812,False
KIRP,0.1,0.0917,True
KIRP,0.16,0.0909,False
LAML,0.05,0.0955,True
LGG,0.34,0.0833,True
LIHC,0.06,0.0909,True
LIHC,0.02,0.0833,False
LUAD,0.21,0.0714,True
LUAD,0.1,0.0769,False
LUSC,0.24,0.0769,True
LUSC,0.14,0.0544,False
MESO,0.13,0.0909,True
OV,0.28,0.0690,True
PAAD,0.1,0.0909,True
PCPG,0.14,0.0909,True
PRAD,0.2,0.0769,True
PRAD,0.17,0.0742,False
READ,0.16,0.0625,True
READ,0.2,0.0767,False
SARC,0.25,0.0833,True
SKCM,0.21,0.0667,True
STAD,0.25,0.0667,True
STAD,0.09,0.0663,False
TGCT,0.29,0.0588,True
THCA,0.26,0.0769,True
THCA,0.29,0.0667,False
THYM,0.22,0.0691,True
THYM,0.5,0.1081,False
UCEC,0.17,0.0769,True
UCEC,0.14,0.0526,False
UCS,0.32,0.0769,True
UVM,0.1,0.0801,True
BLCA,0.05,0.0714,True
BRCA,0.12,0.0625,True
BRCA,0.09,0.0646,False
CESC,0.08,0.0625,True
CHOL,0.08,0.1111,True
COAD,0.05,0.0833,True
COAD,0.05,0.0871,False
DLBC,0.06,0.0484,True
ESCA,0.14,0.0408,True
ESCA,0.09,0.0455,False
GBM,0.08,0.0435,True
HNSC,0.09,0.0625,True
HNSC,0.05,0.0774,False
KICH,0.08,0.0588,True
KICH,0.08,0.0834,False
KIRC,0.08,0.0588,True
KIRC,0.07,0.1000,False
KIRP,0.02,0.0769,True
KIRP,0.03,0.0563,False
LAML,0.05,0.0909,True
